91, 9
81, 19
94, 6
90, 10
89, 11
96, 4
96, 4
94, 6
90, 10
97, 3
92, 8
97, 3
89, 11
91, 9
93, 7
92, 8
93, 7
94, 6
85, 15
87, 13
93, 7
89, 11
90, 10
89, 11
96, 4
92, 8
95, 5
90, 10
95, 5
91, 9
90, 10
91, 9
Next
84, 16
87, 13
100, 0
100, 0
86, 14
82, 18
80, 20
82, 18
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
Next
77, 23
81, 19
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
100, 0
Next
87, 13
81, 19
84, 16
92, 8
78, 22
86, 14
81, 19
90, 10
80, 20
77, 23
82, 18
83, 17
82, 18
79, 21
91, 9
90, 10
89, 11
78, 22
87, 13
94, 6
88, 12
94, 6
91, 9
90, 10
89, 11
94, 6
94, 6
88, 12
91, 9
86, 14
89, 11
92, 8
95, 5
84, 16
82, 18
88, 12
83, 17
79, 21
85, 15
90, 10
81, 19
84, 16
94, 6
78, 22
84, 16
79, 21
96, 4
86, 14
87, 13
96, 4
85, 15
93, 7
90, 10
89, 11
90, 10
94, 6
94, 6
86, 14
88, 12
95, 5
91, 9
79, 21
95, 5
86, 14
56, 44
50, 50
46, 54
43, 57
44, 56
42, 58
46, 54
45, 55
36, 64
43, 57
35, 65
41, 59
43, 57
37, 63
39, 61
60, 40
44, 56
49, 51
54, 46
51, 49
54, 46
55, 45
51, 49
61, 39
51, 49
49, 51
46, 54
51, 49
58, 42
49, 51
52, 48
50, 50
54, 46
44, 56
